Nome,Preço sem desconto,Preço com desconto,Desconto (porcentagem),Código EAN,Marca,Categoria
"Artemidis 35 0,035mg + 2mg 21 comprimidos revestidos",21.87,21.87,0,7894916502962,Sigma Pharma,Anticoncepcionais
Artrosil 160mg 20 cápsulas duras de liberação prolongada,75.59,61.98,18,7896658001864,Ache,Dor E Febre
Artrosil 320mg 20 cápsulas duras de liberação prolongada,124.35,100.72,19,7896658001871,Ache,Dor E Febre
"Arulatan 50mcg/ml Solução Oftálmica 2,5ml",158.83,141.36,11,7896046300708,Bausch & Lomb,Mais Medicamentos
Mesacol 250mg 15 supositórios,75.83,62.94,17,7896641808777,Takeda,Dor E Febre
"Livial 2,5mg 84 comprimidos",302.05,241.64,20,7897337716260,Supera,Mais Medicamentos
Nidue 100mg + 20mg 12 comprimidos,68.25,64.16,6,7896004775623,Germed Pharma,Digestivo
Quicard 35mg 60 Comprimidos Revestidos De Liberação Prolongada,134.0,119.26,11,7896004775593,Germed Pharma,Mais Medicamentos
"Dunia 35 2mg + 0,035mg 21 comprimidos",24.05,18.76,22,7898907313780,Ache,Anticoncepcionais
Lenços Nasais Umedecidos Salsep Kids 30un,25.9,22.02,15,7896094211025,Libbs,Mais Medicamentos
Biovicerin 12 flaconetes com 5ml cada,82.9,82.9,0,7898100268306,Geyer,Mais Medicamentos
Descongestionante em Jato Contínuo Vick Vapo Spray 100ml,49.3,49.3,0,7500435182331,Vick,Mais Medicamentos
Renalapril 5mg 30 comprimidos,28.42,28.42,0,7896714200736,Neo Quimica,Mais Medicamentos
Probiótico Culturelle Saúde Digestiva 10 Cápsulas,83.9,83.9,0,7893454714806,Cellera,Digestivo
Vitamina D Cimed 7.000UI 4 Cápsulas Moles,13.19,13.19,0,7896523227269,Cimed,Vitaminas
Solução Oftálmica Toragesic Ofta 5mg/ml 5ml,66.45,66.45,0,7896004768366,Sigma Pharma,Mais Medicamentos
Scalid 100mg 12 comprimidos,23.54,23.54,0,7896006274506,União Química,Dor E Febre
"Fenazic 7,5mg 30 comprimidos revestidos de liberação prolongada",139.01,139.01,0,7892953208335,Zodiac,Anticoncepcionais
Vabam 15mg 30 comprimidos revestidos,181.5,130.68,28,7896094926622,Hypera,Mais Medicamentos
Vabam 20mg 15 comprimidos revestidos,90.73,67.14,26,7896094926646,Hypera,Mais Medicamentos
Fly 250mg 10 cápsulas moles,32.45,28.88,11,7896112403005,Biolab,Digestivo
Tãmisa 15 60mcg + 15mcg 28 comprimidos revestidos,27.88,22.03,21,7891317003067,Eurofarma,Anticoncepcionais
"VASOPRIL PLUS - 10mg + 25mg, 60 comprimidos",108.65,82.57,24,7896112470281,Biolab Sanus,Hipertensão
Olmecor 20mg 60 comprimidos revestidos,96.12,96.12,0,8902220115569,Torrent,Hipertensão
Lomecan 2% Creme Vaginal com 3 aplicadores descartáveis 20g,59.37,51.65,13,7898636191321,Genomma,Anticoncepcionais
Vasopril Plus 10mg + 25mg 30 comprimidos,60.84,46.24,24,7896241293751,Biolab Sanus,Hipertensão
Suavicid Legrand Bisnaga com 30g,208.69,152.34,27,7896004728704,Legrand,Mais Medicamentos
Xarope Ambrol Sabor Pêssego e Baunilha 100ml,32.46,32.46,0,7898100243150,Brasterapica,Mais Medicamentos
"Elpenzo 10mg, 30 Comprimidos Revestidos",58.6,41.02,30,7891721201943,Merck,Colesterol e Triglicerídeos
Gengimin 160mg 15 Comprimidos Revestidos,44.58,40.12,10,7898040323578,Farmoquimica,Digestivo
"Liberfem 2mg + 0,03mg 21 comprimidos revestidos",50.14,40.11,20,7892953003381,Zodiac,Anticoncepcionais
Perivasc 450mg + 50mg 60 Comprimidos Revestidos,136.43,107.78,21,7891317008598,Eurofarma,Mais Medicamentos
Levemir Flexpen 100U/ml com 1 sistema de aplicação preenchido 3ml,131.25,108.94,17,7897705201145,Eli Lilly,Diabetes
Emla 5%  Creme 5g + 2 bandagens oclusivas,28.98,24.92,14,7895858017194,Aspen Pharma,Mais Medicamentos
Vabam 20mg 30 comprimidos revestidos,181.5,130.68,28,7896094926653,Hypera,Mais Medicamentos
Naire 20mg 15 comprimidos,63.42,53.91,15,7891317011390,Eurofarma,Alergias E Infecções
"Embo 2,5mg 20 comprimidos revestidos",71.88,55.35,23,7896112406402,Biolab,Mais Medicamentos
Embo 5mg 20 comprimidos revestidos,71.88,55.35,23,7896112406457,Biolab,Mais Medicamentos
Bivolet 5mg Biolab 90 comprimidos,144.04,110.91,23,7896112406983,Biolab Sanus,Hipertensão
Embo 5mg 60 comprimidos revestidos,214.27,158.56,26,7896112406464,Biolab,Mais Medicamentos
"Akynzeo 0,56 + 300mg 1 cápsula dura",493.13,493.13,0,7898586630772,Mundipharma,Mais Medicamentos
Aclasta 5mg 100ml,0.0,3219.4,0,7896261010451,Sandoz,Mais Medicamentos
Arimidex 1mg 28 cápsulas,0.0,1360.57,0,7896206400866,Astrazeneca,Mais Medicamentos
Aromasin 25mg 30 cápsulas,0.0,1451,0,7891268100501,Pfizer / Wyeth,Mais Medicamentos
Casodex 50mg 28 comprimidos revestidos,0.0,1504.7,0,7896206400781,Astrazeneca,Mais Medicamentos
"Kyleena 19,5mg 1 dispositivo intrauterino + aplicador",0.0,1557.91,0,7891106911344,Bayer,Mais Medicamentos
Tepev 500mg 100 cápsulas duras,365.89,365.89,0,7896004753157,Ems,Mais Medicamentos
Xifaxan 550mg 28 comprimidos revestidos,811.84,811.84,0,7896112401698,Biolab,Mais Medicamentos
"Picbam 2,5mg 20 comprimidos revestidos",83.0,73.87,11,7896714291901,Hypera,Mais Medicamentos
"Picbam 2,5mg 60 comprimidos revestidos",249.05,214.18,14,7896714291895,Hypera,Mais Medicamentos
Picbam 5mg 60 comprimidos revestidos,249.05,214.18,14,7896714291857,Hypera,Mais Medicamentos
Picbam 5mg 20 comprimidos revestidos,83.0,73.87,11,7896714291864,Hypera,Mais Medicamentos
"Fluidificante e Descongestionante Nasal Blusoro Jet Infantil 0,9% 100ml",45.84,40.8,11,7896094921245,Hypera,Mais Medicamentos
"Pred Mild 0,12% 5ml",28.2,23.69,16,7897316805558,Allergan,Mais Medicamentos
Symdulor SL 10mg 10 comprimidos sublinguais,35.01,30.81,12,7892953208618,Zodiac,Dor E Febre
Vabam 15mg 15 comprimidos revestidos,90.73,67.14,26,7896094926615,Hypera,Mais Medicamentos
Vabam 10mg 30 comprimidos revestidos,194.47,140.02,28,7896094926592,Hypera,Mais Medicamentos
Dacxi 15mg 28 comprimidos revestidos,124.35,99.48,20,7896112403623,Biolab,Mais Medicamentos
Cimegripe Muc 600mg + 1g 10 comprimidos efervescentes,26.17,18.32,30,7897947601734,Cimed,Mais Medicamentos
Vonaugasmax 250mg 20 cápsulas moles,49.24,42.84,13,7896112407188,Biolab,Digestivo
Vonaugasmax 250mg 10 cápsulas moles,30.63,28.79,6,7896112407171,Biolab,Digestivo
Prolopa DR 200/50mg 30 comprimidos de liberação modificada,122.53,99.25,19,7896226506463,Roche,Mais Medicamentos
Cellcept 500mg 50 comprimidos revestidos,0.0,1541.04,0,7896226501284,Roche,Mais Medicamentos
"Volare 20mg/0,2ml 2 seringas preenchidas de 0,2ml com sistema de segurança",79.1,47.46,40,7896658037269,Ache,Mais Medicamentos
Lavagem Nasal Nasoar XT 15 sachês + frasco aplicador,85.5,85.5,0,7898430194122,Nasoar,Mais Medicamentos
Librene Diu Cobre e Prata Tamanho Mini TCU380AG,600.03,465.92,22,7908134200682,Exeltis,Anticoncepcionais
Domped 5ml/ml Gotas 20ml,56.53,45.22,20,7896658028120,Ache,Digestivo
Holmes 20mg 30 comprimidos revestidos,45.55,35.98,21,7891317922580,Eurofarma,Hipertensão
Gaeso 40mg 28 comprimidos,171.91,134.09,22,7896658034435,Ache,Digestivo
"Letrozol 2,5mg Eurofarma 30 comprimidos revestidos",838.62,234.81,72,7891317458867,Eurofarma,Mais Medicamentos
Sumax 100mg 6 comprimidos revestidos,114.89,114.89,0,7896094211469,Libbs,Dor E Febre
Cetrolac SL 10mg 20 comprimidos sublinguais,63.59,63.59,0,7896006203162,Genom,Dor E Febre
Linadib 5mg 30 comprimidos revestidos,155.85,155.85,0,7896004787527,Ems,Diabetes
Complexo Homeopático Almeida Prado N 18 60 Comprimidos,29.2,29.2,0,7898037080187,Almeida Prado,Mais Medicamentos
Flavenos 900mg + 100mg 30 comprimidos revestidos,115.16,101.34,12,7896112403517,Biolab,Mais Medicamentos
Cetrolac MD 4mg/ml 5ml,49.99,49.99,0,7896006290124,Genom,Mais Medicamentos
Suplemento Vitamínico Regenesis Para Gestantes 60 Cápsulas Moles,167.99,167.99,0,7898956544579,Exeltis,Anticoncepcionais
Bioginkgo 80mg 45 comprimidos,56.49,46.89,17,7896108001185,Bionatus,Mais Medicamentos
Press Plus 5mg + 20mg 60 cápsulas,212.73,157.42,26,7896112400431,Biolab Sanus,Hipertensão
Cebralat 100mg 60 comprimidos,87.3,69.84,20,7896094202047,Libbs,Mais Medicamentos
"Sinustrat 9,0mg/ml Solução Nasal Forte 10ml",21.42,21.42,0,7896082900337,Biolab Sanus,Mais Medicamentos
"Marevan 2,5mg 60 comprimidos",32.82,26.26,20,7898040321284,Farmoquimica,Mais Medicamentos
Busonid Caps 200mcg Refil 60 cápsulas para inalação,50.82,41.67,18,7896181900740,Ache,Alergias E Infecções
Prelone 5mg 10 comprimidos,9.93,8.34,16,7896658011580,Ache,Dor E Febre
Cebralat 50mg 60 comprimidos,43.48,35.65,18,7896094202030,Libbs,Mais Medicamentos
Solução Oral Nasaliv Sabor Cereja 60ml,17.47,17.47,0,7896006272724,União Química,Mais Medicamentos
"Iccor 2,5mg 30 comprimidos revestidos",61.42,43.61,29,8902220114180,Torrent,Hipertensão
Suspensão Oftálmica Nevanac 1mg/ml 5ml,88.16,73.17,17,7896548197585,Alcon,Mais Medicamentos
Analgésico Calminex Ice Aerossol 60g,49.92,43.93,12,7891142118073,Hypera,Dor E Febre
Liposic Gel Oftálmico Estério 10g,54.36,45.66,16,7896046302047,Bausch & Lomb,Mais Medicamentos
Solução Oftálmica Pilocarpina 1% 10ml,29.74,25.28,15,7897316802212,Allergan,Mais Medicamentos
Leite de Magnésia Eno Hortelã 120ml,19.7,19.7,0,7896015591977,Gsk,Digestivo
Janumet XR 100mg/1000mg 30 comprimidos revestidos de liberação prolongada,336.44,262.42,22,7897337711081,Msd,Diabetes
Stanglit 15mg 30 comprimidos,84.94,66.25,22,7896094207745,Libbs,Diabetes
Novanlo 5mg 90 comprimidos,273.38,215.97,21,7896112422273,Biolab Sanus,Hipertensão
Mesidox 4mg 30 comprimidos,80.46,65.98,18,7891721023576,Merck,Hipertensão
Supositório de Glicerina Granado Infantil 12un,29.6,27.23,8,7896512901408,Casa Granado,Digestivo
Seretide Spray 25mcg + 250mcg/dose Suspensão Aerossol 120 doses + válvula dosadora,294.07,294.07,0,7896269955372,Gsk,Mais Medicamentos
Naprix A 5mg + 5mg 30 cápsulas,73.96,59.17,20,7896094201392,Libbs,Hipertensão
CafiLisador 500mg + 65mg 16 comprimidos,40.82,37.15,9,7897322706528,Hypera,Dor E Febre
"Pozato Uni 1,5mg 1 comprimido revestido",33.48,16.07,52,7896094201644,Libbs,Anticoncepcionais
Motilium 10mg 30 comprimidos,35.04,30.84,12,7896212429738,Johnson & Johnson,Digestivo
"Concor 1,25mg 30 comprimidos revestidos",70.28,52.71,25,7891721024924,Merck,Hipertensão
Aloxidil 50mg/ml Spray Capilar 50ml,82.14,82.14,0,7897129303654,Theraskin,Similar
Biofenac DI 50mg 10 comprimidos dispersíveis,19.58,16.64,15,7896658004292,Ache,Dor E Febre
Angipress 25mg 30 comprimidos,21.94,16.89,23,7896181916222,Ache,Hipertensão
"Aradois H 50mg + 12,5mg 30 comprimidos revestidos",97.4,74.02,24,7896112435778,Biolab Sanus,Hipertensão
Lisador Cólica 20 comprimidos revestidos,23.2,22.04,5,7896094928732,Hypera,Anticoncepcionais
Lixiana 60mg 30 Comprimidos Revestidos,140.0,140,0,7897411602205,Sankyo Pharma,Mais Medicamentos
Broncho - Vaxom 7mg 10 cápsulas,103.27,92.94,10,7896641804830,Takeda,Mais Medicamentos
"RISEDROSS - 150mg, 2 comprimidos revestidos",297.43,297.43,0,7894916513050,Sigma Pharma,Mais Medicamentos
Motilium 10mg 60 comprimidos,66.47,59.16,11,7896212429745,Johnson & Johnson,Digestivo
Floralyte 45 Sabor Guaraná 500ml,23.1,21.25,8,7891721016202,Merck,Digestivo
Leite de Magnésia Eno Hortelã 350ml,31.6,31.6,0,7896015591960,Gsk,Digestivo
Creme Dermatológico Clotrimix 10mg/g 20g,32.53,20.82,36,7898040328542,Clotrimix,Mais Medicamentos
Tâmisa 30 75mcg + 30mcg 21 drágeas,36.66,29.33,20,7891317008703,Eurofarma,Anticoncepcionais
"Biofenac 11,6mg/g Gel 30g",13.18,11.86,10,7896658000102,Ache,Dor E Febre
Protetor Ocular Nexcare Pequeno 20un,37.49,32.62,13,7891040029556,Nexcare,Mais Medicamentos
Ogestan Gold 90 cápsulas,349.4,349.4,0,7898948648605,Besins,Anticoncepcionais
"Daivobet 50mcg/g + 0,5mg/g Pomada Dermatológico 30g",151.16,130,14,5702191007916,Leo Pharma,Dor E Febre
"Versa 40mg/0,4ml Solução Injetável 6 seringas com 0,4ml com sistema de segurança",469.01,356.45,24,7891317118228,Eurofarma,Mais Medicamentos
Suplemento Vitamínico Imunoglucan DS 30 Cápsulas,112.99,100.56,11,7896685303467,Hebron,Gripe E Resfriado
Busonid Caps 400mcg Refil 60 cápsulas para inalação,88.35,71.56,19,7896181901372,Ache,Alergias E Infecções
Tenadren 80mg + 25mg 30 comprimidos,26.4,21.38,19,7894916550123,Sigma Pharma,Hipertensão
"Bramicar HCT 40mg + 12,5mg 30 comprimidos",114.81,95.29,17,7894916510004,Sigma Pharma,Hipertensão
Gynazole-1 20mg/g Creme Ginecológico 5g,84.39,75.95,10,7894916501804,Sigma Pharma,Anticoncepcionais
Xarope Glyteol 200mg/15ml Sabor Morango 100ml,23.56,16.49,30,7896331702835,Hertz,Mais Medicamentos
"Venzer HCT 16mg + 12,5mg 30 comprimidos",89.31,75.02,16,7896094206410,Libbs,Hipertensão
Unoprost 4mg 30 comprimidos,51.94,43.11,17,7896637023849,Apsen,Hipertensão
Protetor Ocular Oftam Pequeno Bege 20un,28.9,28.9,0,7897018510019,Oftam,Mais Medicamentos
"AdviPro 11,6mg Gel 30g",23.9,17.69,26,7896009498244,Gsk Otc,Dor E Febre
Suplemento Hidroeletrolítico Pedialyte Max Coco 500ml,39.99,35.59,11,7891158104671,Abbott,Digestivo
"Eliquis 2,5mg 20 comprimidos revestidos",123.26,84.9,31,7896016807398,Pfizer,Mais Medicamentos
"Micropil 0,075mg + 0,030mg 63 comprimidos revestidos",79.08,64.85,18,7896004754123,Sigma Pharma,Anticoncepcionais
Kit Solução Estéril para Lentes Bio Lent 360ml + 120ml + Estojo para Lentes,45.99,45.99,0,7896112108320,Teuto,Mais Medicamentos
Vitamina D3 Addera D3 7.000UI 4 comprimidos revestidos,37.85,35.2,7,7897322709468,Hypera,Vitaminas
Duomo HP 2mg + 5 mg 30 cápsulas,153.99,126.27,18,7891317485801,Eurofarma,Mais Medicamentos
Alivium Infantil 50mg/ml Sabor Tutti Frutti 30ml,44.47,40.02,10,7891142115478,Hypera,Dor E Febre
Stanglit 15mg 60 comprimidos,139.24,110,21,7896094210233,Libbs,Diabetes
Benegrip Multi Febre e Dor Pediatrico 15ml,19.98,16.78,16,7896094928169,Hypera,Mais Medicamentos
Plurair 50mcg/dose Spray 60 doses 6ml,39.88,33.9,15,7896094201507,Libbs,Alergias E Infecções
Cozaar 50mg 30 comprimidos revestidos,63.59,49.6,22,7897337706384,Supera,Hipertensão
Bramicar 40mg 30 comprimidos,100.53,83.44,17,7894916508933,Sigma Pharma,Hipertensão
"DIGESTINA - 4mg/mL, 1 frasco gotejador com 20mL de solução de uso oral",21.61,12.32,43,7896006230205,União Química,Digestivo
Vesicare 10mg 30 comprimidos revestidos,268.31,230.75,14,7899337000202,Astellas,Anticoncepcionais
Digestina 10mg  20 comprimidos,27.9,15.9,43,7896006229803,União Química,Digestivo
Listo 4mg 10 comprimidos de desintegração oral,27.61,19.6,29,7896112427452,Biolab Sanus,Digestivo
"Gestrelan 0,15mg + 0,03mg 21 comprimidos revestidos",11.93,9.54,20,7896112400370,Biolab Sanus,Anticoncepcionais
"Solução Oftálmica Patanol 1,11mg/ml 5ml",77.06,65.5,15,7896548115251,Alcon,Mais Medicamentos
Ritmonorm 300mg 30 comprimidos revestidos,140.54,140.54,0,7896255764384,Abbott,Mais Medicamentos
Musculare 10mg 15 comprimidos revestidos,21.85,21.85,0,7891317432362,Eurofarma,Dor E Febre
Probiótico Enterogermina Adulto Sabor Laranja 9 sachês,73.65,73.65,0,7891058001988,Sanofi,Digestivo
Protetor Ocular Estéril Sancare Tamanho P 10 unidades,23.49,23.49,0,7898108640548,Cicatrisan,Mais Medicamentos
Singulair 4mg 30 comprimidos mastigáveis,88.17,71.42,19,7897337706506,Msd,Mais Medicamentos
Feldene 20mg 15 cápsulas,64.41,51.53,20,7891268144024,Pfizer,Dor E Febre
"Neutrofer Fólico 250mg/ml + 0,2mg/ml Gotas 30ml",61.26,52.68,14,7894916501736,Sigma Pharma,Gripe E Resfriado
Oxotron 60mg 15 comprimidos,37.15,31.58,15,7896658030192,Ache,Dor E Febre
"Broncho - Vaxom 3,5mg 10 cápsulas",69.72,56.47,19,7896641804823,Takeda,Mais Medicamentos
Prolopa 200/50mg 30 comprimidos,122.53,101.7,17,7896226500515,Roche,Mais Medicamentos
Vasogard 50mg 60 comprimidos,40.75,32.19,21,7896181907626,Ache,Mais Medicamentos
Belpele 3mg/g Gel 30g,122.35,110.12,10,7898040322700,Farmoquimica,Mais Medicamentos
Betaserc 24mg 30 comprimidos,69.05,54.55,21,7896255766401,Abbott,Mais Medicamentos
Tilatil 20mg 10 comprimidos revestidos,94.19,78.18,17,7898560664113,Mylan,Dor E Febre
Solução Oftálmica Pilocarpina 2% 10ml,41.89,35.19,16,7897316802236,Allergan,Mais Medicamentos
Lavagem Nasal Nasoar XT Refil 15 sachês,75.9,75.9,0,7898430194115,Nasoar,Mais Medicamentos
Endofer 50mg 30ml,33.58,29.89,11,7896112406129,Biolab Sanus,Gripe E Resfriado
Cordarex 5mg 30 comprimidos,35.64,27.44,23,7896181901747,Ache,Hipertensão
Micolamina 80mg/mg Esmalte 8% 6g + 24 lixas,237.9,237.9,0,7897129300240,Theraskin,Mais Medicamentos
"Micropil R21 0,075 + 0,020mg 21 comprimidos revestidos",38.64,31.3,19,7894916206419,Sigma Pharma,Anticoncepcionais
Singulair 5mg 30 comprimidos mastigáveis,88.17,71.42,19,7897337706575,Msd,Mais Medicamentos
Flagass 75mg/ml Sabor Laranja 10ml,24.22,22.52,7,7896658004018,Ache,Digestivo
"Psorex 0,5mg/g Pomada Dermatológica 30g",49.13,49.13,0,7896269900631,Gsk,Alergias E Infecções
Ritmonorm 300mg 60 comprimidos revestidos,281.11,281.11,0,7896255764858,Abbott,Mais Medicamentos
Solução Malvatricin 100ml,39.86,35.87,10,7896026120425,Daudt,Dor E Febre
Fluviral Noite 20 comprimidos,30.0,26.4,12,7896094916845,Hypera,Mais Medicamentos
Coledue R 10mg + 20mg 30 cápsulas duras,104.83,90.15,14,7896094921276,Hypera,Colesterol e Triglicerídeos
Tâmisa 30 Sem Parar 75mcg + 30mcg 84 drágeas,116.25,95.33,18,7891317443955,Eurofarma,Anticoncepcionais
Allexofedrin Pediátrico 6mg/ml EMS Sabor Framboesa 150ml,89.96,85.46,5,7896004770901,Ems,Alergias E Infecções
Humalog Kwikpen Caneta 100UI 1 carpule com 3ml + 1 sistema de aplicação,59.27,50.38,15,7896382706431,Eli Lilly,Diabetes
Penvir Lábia 10mg/g Creme Dermatológico 5g,44.81,38.09,15,7894916500418,Sigma Pharma,Gripe E Resfriado
Vodol 20mg/g Pó 30g,41.93,34.38,18,7896006296003,União Química,Mais Medicamentos
Propranolol 80mg 30 comprimidos,25.56,20.7,19,7894916550062,Sigma Pharma,Hipertensão
Tamarine 6mg 20 cápsulas,83.42,70.91,15,7896179850040,Hypera,Digestivo
Cimelide 50mg/ml Cimed Suspensão Oral 15ml,25.05,15.28,39,7896523206103,Cimed,Dor E Febre
Profenid Retard 200mg 10 comprimidos revestidos,64.13,55.79,13,7896070601796,Sanofi,Dor E Febre
Fitoscar 60mg/g Pomada 20g,91.04,78.29,14,7896637017176,Apsen,Mais Medicamentos
Euthyrox 125mcg 50 comprimidos,52.6,39.45,25,7891721014086,Merck,Mais Medicamentos
Tylenol DC 1g Multiplas Dores 4 comprimidos,8.79,8.79,0,7891010255862,Tylenol,Dor E Febre
Gaballon 50mg + 50mg + 2mg + 4mg + 4mg 20 comprimidos,46.2,39.27,15,7897460401347,Nikkho,Vitaminas
"Molièri 20 3mg + 0,02mg 24 comprimidos revestidos",68.13,55.87,18,7891317498054,Eurofarma,Anticoncepcionais
Milgamma 150mg 30 drágeas,89.92,80.93,10,7891142130822,Hypera,Diabetes
Decadron Injetável 2mg/ml 2 ampolas com 1ml cada,16.52,14.04,15,7896658003172,Ache,Dor E Febre
DUOMO HP Eurofarma 60 Cápsulas Duras,187.86,157.8,16,7891317485764,Eurofarma,Mais Medicamentos
Vitamina D3 Addera D3 10.000UI 4 Comprimidos Revestidos,59.02,53.71,9,7897322709499,Hypera,Vitaminas
Magnopyrol 500mg/ml Gotas 10ml,22.45,20.43,9,7897322701486,Hypera,Dor E Febre
"Volare 40mg/0,4ml 2 seringas preenchidas de 0,4ml",161.11,122.44,24,7896658037238,Ache,Mais Medicamentos
Dobeven 500mg 30 cápsulas,96.51,83,14,7896637025492,Aspen Pharma,Diabetes
Meticorten 20mg 10 comprimidos,32.56,28,14,7897337712576,Supera,Dor E Febre
"Adoless 3 0,060mg + 0,015mg 84 comprimidos revestidos",120.68,98.96,18,7898040322137,Farmoquimica,Anticoncepcionais
"AdviPro 11,6mg Gel 60g",44.9,32.78,27,7896009498237,Gsk Otc,Dor E Febre
Solução Oftálmica Cromolerg 4% 5ml,20.27,17.03,16,7897316801413,Allergan,Mais Medicamentos
"RETEMIC - 1mg/mL, 1 frasco com 120mL xarope",57.26,48.67,15,7896637022576,Apsen,Mais Medicamentos
Meclin Jet 50mg 10 comprimidos mastigáveis,32.11,28.58,11,7896637033350,Apsen,Digestivo
Suplemento Alimentar Lavitan Pré-Natal Multi 30 comprimidos revestidos,41.99,41.99,0,7897947601574,Cimed,Anticoncepcionais
Xefo 8mg 30 comprimidos revestidos,49.47,41.55,16,7896112421498,Biolab Sanus,Dor E Febre
Albocresil 18mg/ml Gel 50g + Aplicador,35.21,33.1,6,7896094922020,Hypera,Anticoncepcionais
Daonil 5mg 30 comprimidos,23.58,18.63,21,7891058212070,Sanofi,Diabetes
Nisulid Dispersível 100mg 12 comprimidos dispersíveis,68.21,55.93,18,7896658005084,Ache,Dor E Febre
Dolamin 125mg 16 comprimidos revestidos,32.08,28.23,12,7898040320768,Farmoquimica,Dor E Febre
"Fluidificante e Descongestionante Nasal Rinosoro Jet XT Infantil 0,9% 100ml",60.94,53.63,12,7896094920033,Rinosoro,Mais Medicamentos
Desalex 5mg 10 comprimidos revestidos,78.51,65.95,16,7897337713450,Msd,Alergias E Infecções
Protetor Ocular Nexcare Grande 12un,31.99,31.99,0,7891040130849,Nexcare,Mais Medicamentos
Lavagem Nasal Nasoar 30 sachês + frasco aplicador,74.15,65.99,11,7898430193484,Nasoar,Mais Medicamentos
Miosan 10mg 30 comprimidos,67.35,45.8,32,7896637022842,Apsen,Dor E Febre
Nuromol 200mg + 500mg 12 comprimidos revestidos,29.99,27.89,7,7891035001109,Reckitt,Dor E Febre
Melagrião Própolis e Gengibre Spray Sabor Laranja 30ml,21.99,19.57,11,7896023793349,Catarinense,Dor E Febre
Arflex Retard 200mg 12 cápsulas de ação prolongada,88.7,69.19,22,7898096577857,Diffucap,Dor E Febre
Protetor Ocular Estéril Sancare Tamanho M 10 unidades,23.49,23.49,0,7898108640555,Cicatrisan,Mais Medicamentos
Mel Rosado ADV 30ml,12.5,12.5,0,7896230302068,Adv,Mais Medicamentos
Hixizine 2mg/ml Xarope 120ml,59.81,50.24,16,7897129301506,Theraskin,Alergias E Infecções
Sumaxpro 85mg + 500mg 2 Comprimidos Revestidos,66.81,57.46,14,7896094208285,Libbs,Dor E Febre
Caltren 10mg 30 comprimidos,79.79,67.02,16,7896094200982,Libbs,Hipertensão
Aradois 25mg 30 comprimidos revestidos,52.89,40.2,24,7896241241394,Biolab Sanus,Hipertensão
Venzer 16mg 30 comprimidos,83.79,63.68,24,7896094206502,Libbs,Hipertensão
Cetrolac SL 10mg 10 comprimidos sublinguais,35.34,35.34,0,7896006203155,Genom,Dor E Febre
Spidufen 770mg Sabor Damasco 10 envelopes com 3g,33.77,30.39,10,7898074617780,Zambon,Dor E Febre
